 written on 29Apr2019 at 11:50:35 
           3
         125
    8    4    4    4    8    4    2    2    2    4    4    2    2    2    4
    4    2    2    2    4    8    4    4    4    8    4    2    2    2    4
    2    1    1    1    2    2    1    1    1    2    2    1    1    1    2
    4    2    2    2    4    4    2    2    2    4    2    1    1    1    2
    2    1    1    1    2    2    1    1    1    2    4    2    2    2    4
    4    2    2    2    4    2    1    1    1    2    2    1    1    1    2
    2    1    1    1    2    4    2    2    2    4    8    4    4    4    8
    4    2    2    2    4    4    2    2    2    4    4    2    2    2    4
    8    4    4    4    8
   -2   -2   -2    1    1   -0.000504    0.000000
   -2   -2   -2    2    1   -0.000000   -0.000000
   -2   -2   -2    3    1    0.000000   -0.000000
   -2   -2   -2    1    2   -0.000000    0.000000
   -2   -2   -2    2    2   -0.000504    0.000000
   -2   -2   -2    3    2    0.000000   -0.000000
   -2   -2   -2    1    3    0.000000    0.000000
   -2   -2   -2    2    3    0.000000    0.000000
   -2   -2   -2    3    3   -0.000504   -0.000000
   -2   -2   -1    1    1   -0.000300   -0.000000
   -2   -2   -1    2    1   -0.000000   -0.000000
   -2   -2   -1    3    1    0.000000   -0.000000
   -2   -2   -1    1    2   -0.000000    0.000000
   -2   -2   -1    2    2   -0.000300    0.000000
   -2   -2   -1    3    2   -0.000000    0.000000
   -2   -2   -1    1    3   -0.000000    0.000000
   -2   -2   -1    2    3   -0.000000   -0.000000
   -2   -2   -1    3    3   -0.004359   -0.000000
   -2   -2    0    1    1    0.000729   -0.000000
   -2   -2    0    2    1   -0.000000   -0.000000
   -2   -2    0    3    1    0.000000   -0.000000
   -2   -2    0    1    2   -0.000000    0.000000
   -2   -2    0    2    2    0.000729    0.000000
   -2   -2    0    3    2    0.000000    0.000000
   -2   -2    0    1    3    0.000000    0.000000
   -2   -2    0    2    3    0.000000   -0.000000
   -2   -2    0    3    3   -0.026537    0.000000
   -2   -2    1    1    1   -0.000300    0.000000
   -2   -2    1    2    1   -0.000000   -0.000000
   -2   -2    1    3    1   -0.000000   -0.000000
   -2   -2    1    1    2   -0.000000    0.000000
   -2   -2    1    2    2   -0.000300   -0.000000
   -2   -2    1    3    2   -0.000000    0.000000
   -2   -2    1    1    3    0.000000    0.000000
   -2   -2    1    2    3   -0.000000   -0.000000
   -2   -2    1    3    3   -0.004359    0.000000
   -2   -2    2    1    1   -0.000504    0.000000
   -2   -2    2    2    1   -0.000000   -0.000000
   -2   -2    2    3    1    0.000000   -0.000000
   -2   -2    2    1    2   -0.000000    0.000000
   -2   -2    2    2    2   -0.000504    0.000000
   -2   -2    2    3    2    0.000000   -0.000000
   -2   -2    2    1    3    0.000000    0.000000
   -2   -2    2    2    3    0.000000    0.000000
   -2   -2    2    3    3   -0.000504   -0.000000
   -2   -1   -2    1    1   -0.004359   -0.000000
   -2   -1   -2    2    1   -0.000000    0.000000
   -2   -1   -2    3    1    0.000000    0.000000
   -2   -1   -2    1    2    0.000000   -0.000000
   -2   -1   -2    2    2   -0.000300   -0.000000
   -2   -1   -2    3    2   -0.000000   -0.000000
   -2   -1   -2    1    3   -0.000000   -0.000000
   -2   -1   -2    2    3    0.000000    0.000000
